com.samsung.shealth.tracker.pedometer_step_count,2,,,,,,,,,
duration,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.end_time
40790,0,70,55:00.0,55:58.4,55:44.7,70,1.2958846,52.860004,2.8799992,56:00.0
60000,0,109,56:00.0,56:59.9,56:04.4,109,1.3556672,81.340034,4.349998,57:00.0
39683,0,66,57:00.0,58:16.0,57:00.4,66,1.2173717,48.309998,2.6399992,58:00.0
23069,0,38,58:00.0,58:31.2,58:16.0,38,1.1955125,27.579996,1.5199997,59:00.0
5501,0,7,07:00.0,07:47.9,07:46.9,7,0.88888896,4.89,0.28,08:00.0
4668,0,6,19:00.0,19:07.7,19:07.7,6,0.8888889,4.15,0.24,20:00.0
30974,0,54,46:00.0,46:55.5,46:05.9,54,1.2975358,40.19,2.1399999,47:00.0
6154,0,10,47:00.0,55:01.9,55:01.9,10,1.1666666,7.18,0.39,48:00.0
60000,0,109,48:00.0,55:35.0,55:35.0,109,1.3455001,80.73,4.36,49:00.0
60000,0,111,49:00.0,55:35.0,55:35.0,111,1.3793334,82.76,4.44,50:00.0
48733,0,84,50:00.0,55:35.1,55:35.1,84,1.2777778,62.27,3.36,51:00.0
33270,0,60,51:00.0,55:35.1,55:35.1,60,1.3333334,44.36,2.37,52:00.0
44433,0,78,52:00.0,55:35.1,55:35.1,78,1.3055556,58.01,3.11,53:00.0
4939,0,9,53:00.0,55:35.2,55:35.2,9,1.3888888,6.86,0.34,54:00.0
4652,0,7,54:00.0,55:35.2,55:35.2,7,1.0833334,5.04,0.27,55:00.0
24168,0,41,08:00.0,13:12.1,13:12.1,41,1.25,30.21,1.61,09:00.0
6221,0,8,09:00.0,13:12.1,13:12.1,8,0.8888889,5.53,0.32,10:00.0
10662,0,17,10:00.0,13:12.2,13:12.2,17,1.1666666,12.44,0.67,11:00.0
54393,0,89,11:00.0,13:12.3,13:12.3,89,1.1944444,64.97,3.54,12:00.0
60000,0,119,12:00.0,13:12.3,13:12.3,119,1.5028334,90.17,4.76,13:00.0
26752,0,43,13:00.0,14:33.9,13:12.4,43,1.1710949,31.329998,1.7099998,14:00.0
20807,0,33,16:00.0,19:57.9,16:14.4,33,1.1346796,23.609999,1.3200002,17:00.0
24386,0,42,19:00.0,19:58.1,19:58.1,42,1.2777778,31.16,1.66,20:00.0
22139,0,37,33:00.0,35:00.4,33:28.2,37,1.2326612,27.289999,1.4000001,34:00.0
34993,0,58,34:00.0,35:00.5,35:00.5,58,1.2222222,42.77,2.29,35:00.0
60000,0,110,35:00.0,52:41.0,52:41.0,110,1.3666667,82,4.4,36:00.0
35373,0,61,36:00.0,52:41.1,52:41.1,61,1.2777778,45.2,2.43,37:00.0
4871,0,9,37:00.0,52:41.2,52:41.2,9,1.3611112,6.63,0.35,38:00.0
10186,0,17,38:00.0,52:41.2,52:41.2,17,1.2222222,12.45,0.65,39:00.0
30185,0,52,50:00.0,52:41.2,52:41.2,52,1.2777778,38.57,2.04,51:00.0
60000,0,115,51:00.0,52:41.3,52:41.3,115,1.4423333,86.54,4.6,52:00.0
32414,0,59,52:00.0,52:41.3,52:41.3,59,1.3611112,44.12,2.36,53:00.0
21293,0,34,53:00.0,53:39.3,53:04.3,34,1.1547942,24.589993,1.3500001,54:00.0
3178,0,7,22:00.0,34:20.1,34:20.1,7,1.6388888,5.21,0.27,23:00.0
4940,0,7,50:00.0,50:44.0,50:43.4,7,1.0000001,4.94,0.28,51:00.0
8309,0,12,51:00.0,51:08.6,51:03.7,12,1.0180899,8.46,0.47999996,52:00.0
39048,0,69,48:00.0,51:30.8,51:30.8,69,1.3055556,50.98,2.74,49:00.0
54878,0,101,49:00.0,51:30.9,51:30.9,101,1.3888888,76.22,4.04,50:00.0
60000,0,124,50:00.0,51:30.9,51:30.9,124,1.5648333,93.89,4.95,51:00.0
32245,0,58,51:00.0,52:20.7,51:30.9,58,1.3493371,43.510002,2.31,52:00.0
55183,0,97,55:00.0,56:55.4,55:12.2,97,1.3119891,72.4,3.8799996,56:00.0
48567,0,88,56:00.0,56:55.6,56:55.5,88,1.3607894,66.09,3.51,57:00.0
14011,0,20,58:00.0,58:25.4,58:15.8,20,1.0134227,14.200001,0.78000003,59:00.0
28181,0,43,59:00.0,00:13.1,00:13.1,43,1.0833334,30.53,1.71,00:00.0
15487,0,28,00:00.0,01:55.9,01:55.9,28,1.3611112,21.08,1.09,01:00.0
54647,0,85,01:00.0,01:59.5,01:56.0,85,1.1200817,61.210007,3.3899999,02:00.0
58678,0,98,02:00.0,04:02.8,02:00.1,98,1.2243084,71.84002,3.8899987,03:00.0
60000,0,111,03:00.0,04:02.8,04:02.8,111,1.3885,83.31,4.44,04:00.0
58107,0,107,04:00.0,06:41.2,04:02.9,107,1.384509,80.45,4.2699995,05:00.0
56715,0,101,05:00.0,06:41.2,06:41.2,101,1.3333334,75.62,4.04,06:00.0
27327,0,48,06:00.0,06:59.8,06:41.3,48,1.3085841,35.760002,1.9099996,07:00.0
34866,0,64,07:00.0,08:04.3,07:00.5,64,1.3735331,47.89,2.52,08:00.0
4940,0,7,08:00.0,08:22.3,08:21.7,7,1.0000001,4.94,0.28,09:00.0
37408,0,69,11:00.0,13:08.2,11:30.4,69,1.3836337,51.759968,2.6799989,12:00.0
55813,0,106,12:00.0,13:08.3,13:08.3,106,1.4444444,80.62,4.24,13:00.0
50668,0,89,15:00.0,17:12.1,17:12.1,89,1.3055556,66.15,3.51,16:00.0
24634,0,45,16:00.0,17:12.2,17:12.2,45,1.3611112,33.53,1.76,17:00.0
16202,0,29,42:00.0,42:59.5,42:50.5,29,1.3380294,21.679998,1.0800002,43:00.0
1102,0,2,43:00.0,43:00.4,43:00.4,2,1.3611112,1.5,0.08,44:00.0
60000,0,115,44:00.0,44:59.9,44:06.6,115,1.4346677,86.080055,4.589997,45:00.0
60000,0,114,45:00.0,45:59.8,45:00.4,114,1.424667,85.48003,4.559997,46:00.0
60000,0,122,46:00.0,46:59.6,46:00.2,122,1.5541657,93.24994,4.8699965,47:00.0
60000,0,123,47:00.0,47:59.8,47:00.1,123,1.5608337,93.650024,4.9199967,48:00.0
60000,0,122,48:00.0,48:59.9,48:00.3,122,1.5478318,92.86991,4.879997,49:00.0
60000,0,124,49:00.0,49:59.7,49:00.5,124,1.5831645,94.989876,4.9599967,50:00.0
60000,0,120,50:00.0,50:59.7,50:00.1,120,1.519,91.14001,4.799997,51:00.0
60000,0,119,51:00.0,51:59.8,51:00.2,119,1.4981673,89.89004,4.759997,52:00.0
60000,0,120,52:00.0,53:09.4,52:00.3,120,1.518166,91.08996,4.799998,53:00.0
60000,0,122,53:00.0,53:59.8,53:09.5,122,1.5559986,93.35992,4.879997,54:00.0
60000,0,123,54:00.0,55:00.0,54:00.3,123,1.569167,94.150024,4.9199967,55:00.0
60000,0,120,55:00.0,55:59.7,55:00.5,120,1.5206665,91.23999,4.799997,56:00.0
60000,0,121,56:00.0,56:59.9,56:00.3,121,1.531833,91.90999,4.839997,57:00.0
60000,0,116,57:00.0,57:59.8,57:00.7,116,1.4693336,88.16001,4.639997,58:00.0
16465,0,30,58:00.0,15:01.9,58:00.4,30,1.3573941,22.349998,1.17,59:00.0
8100,0,11,59:00.0,15:02.0,15:02.0,11,0.9444444,7.65,0.44,00:00.0
60000,0,119,32:00.0,32:59.7,32:00.3,119,1.4660001,87.96001,4.699997,33:00.0
60000,0,108,33:00.0,33:59.9,33:00.3,108,1.344333,80.65999,4.309998,34:00.0
20696,0,36,34:00.0,34:59.5,34:00.5,36,1.2915311,26.729998,1.4299997,35:00.0
60000,0,115,35:00.0,35:59.6,35:00.2,115,1.4215003,85.290016,4.449998,36:00.0
60000,0,117,36:00.0,37:47.0,36:00.2,117,1.4758333,88.55,4.6699996,37:00.0
59738,0,112,37:00.0,37:59.6,37:47.0,112,1.4193462,84.79002,4.4699993,38:00.0
60000,0,117,38:00.0,48:47.5,38:00.1,117,1.4900001,89.40001,4.66,39:00.0
60000,0,119,39:00.0,48:47.6,48:47.6,119,1.5098333,90.59,4.75,40:00.0
60000,0,122,40:00.0,48:47.7,48:47.7,122,1.5621667,93.73,4.88,41:00.0
60000,0,121,41:00.0,48:47.8,48:47.8,121,1.5370001,92.22,4.73,42:00.0
60000,0,119,42:00.0,48:47.8,48:47.8,119,1.5044999,90.27,4.76,43:00.0
60000,0,119,43:00.0,48:47.9,48:47.9,119,1.5044999,90.27,4.76,44:00.0
60000,0,121,44:00.0,48:47.9,48:47.9,121,1.5351667,92.11,4.84,45:00.0
60000,0,115,45:00.0,48:48.0,48:48.0,115,1.4453332,86.72,4.6,46:00.0
60000,0,119,46:00.0,48:48.0,48:48.0,119,1.5023333,90.14,4.76,47:00.0
60000,0,115,47:00.0,48:48.1,48:48.1,115,1.443,86.58,4.6,48:00.0
26422,0,47,48:00.0,48:48.1,48:48.1,47,1.3333334,35.23,1.88,49:00.0
29047,0,56,51:00.0,55:06.7,51:02.9,56,1.4662429,42.589996,2.22,52:00.0
60000,0,120,52:00.0,55:06.8,55:06.8,120,1.5193334,91.16,4.8,53:00.0
60000,0,113,53:00.0,55:06.8,55:06.8,113,1.4143333,84.86,4.52,54:00.0
49972,0,89,54:00.0,55:06.8,55:06.8,89,1.3333334,66.63,3.55,55:00.0
29557,0,53,55:00.0,56:08.0,56:08.0,53,1.3333334,39.41,2.09,56:00.0
9610,0,17,56:00.0,56:08.4,56:08.0,17,1.3194277,12.68,0.68,57:00.0
10114,0,14,47:00.0,47:57.7,47:55.3,14,0.9798112,9.91,0.48,48:00.0
47799,0,82,48:00.0,48:59.5,48:11.9,82,1.2705039,60.73002,3.259998,49:00.0
60000,0,104,49:00.0,49:59.6,49:00.1,104,1.2786666,76.71999,4.1599975,50:00.0
60000,0,108,50:00.0,50:59.8,50:00.1,108,1.3366668,80.200005,4.3199973,51:00.0
60000,0,114,51:00.0,51:59.8,51:00.3,114,1.4304997,85.82998,4.559997,52:00.0
60000,0,119,52:00.0,52:59.8,52:00.3,119,1.5020005,90.12003,4.759997,53:00.0
60000,0,118,53:00.0,53:59.5,53:00.3,118,1.4886672,89.32004,4.719997,54:00.0
60000,0,117,54:00.0,54:59.7,54:00.0,117,1.4663324,87.97994,4.679997,55:00.0
60000,0,120,55:00.0,55:59.8,55:00.2,120,1.5144998,90.86998,4.799997,56:00.0
60000,0,121,56:00.0,56:59.9,56:00.3,121,1.535667,92.140015,4.839997,57:00.0
60000,0,113,57:00.0,57:59.8,57:00.5,113,1.4179999,85.07999,4.5099974,58:00.0
60000,0,113,58:00.0,58:59.9,58:00.4,113,1.4069992,84.41996,4.519997,59:00.0
60000,0,107,59:00.0,59:59.5,59:00.4,107,1.3213341,79.280045,4.2799973,00:00.0
56967,0,89,00:00.0,00:59.8,00:00.2,89,1.1287187,64.30001,3.559998,01:00.0
9443,0,16,01:00.0,01:36.9,01:00.4,16,1.2400068,11.709999,0.63000005,02:00.0
31305,0,57,02:00.0,05:17.6,05:17.6,57,1.3611112,42.61,2.25,03:00.0
30915,0,56,03:00.0,05:17.7,05:17.7,56,1.3611112,42.08,2.24,04:00.0
55784,0,100,04:00.0,05:17.7,05:17.7,100,1.3333334,74.38,3.98,05:00.0
11420,0,20,05:00.0,05:17.8,05:17.8,20,1.3055556,14.91,0.8,06:00.0
7078,0,11,20:00.0,20:59.0,20:57.9,11,1.103323,7.8099995,0.43999997,21:00.0
5212,0,8,21:00.0,21:06.7,21:05.7,8,1.1032046,5.75,0.31,22:00.0
26852,0,41,05:00.0,06:32.6,06:32.6,41,1.0833334,29.09,1.61,06:00.0
52546,0,79,06:00.0,06:59.9,06:32.6,79,1.0792322,56.70999,3.0699995,07:00.0
60000,0,107,07:00.0,09:55.2,07:00.5,107,1.3216668,79.3,4.2799997,08:00.0
60000,0,109,08:00.0,09:55.2,09:55.2,109,1.3460001,80.76,4.36,09:00.0
60000,0,111,09:00.0,09:59.8,09:55.3,111,1.3826668,82.96001,4.4399996,10:00.0
60000,0,114,10:00.0,10:59.7,10:00.4,114,1.425,85.5,4.559997,11:00.0
60000,0,113,11:00.0,15:01.1,11:00.3,113,1.4059998,84.359985,4.519998,12:00.0
60000,0,111,12:00.0,15:01.2,15:01.2,111,1.3726666,82.36,4.44,13:00.0
60000,0,112,13:00.0,15:29.9,15:29.9,112,1.3961666,83.77,4.48,14:00.0
60000,0,108,14:00.0,15:29.9,15:29.9,108,1.3410001,80.46,4.32,15:00.0
60000,0,113,15:00.0,16:16.8,16:16.8,113,1.4118334,84.71,4.52,16:00.0
60000,0,105,16:00.0,19:05.7,16:16.9,105,1.2909999,77.45999,4.199999,17:00.0
60000,0,103,17:00.0,19:05.8,19:05.8,103,1.2573333,75.44,4.12,18:00.0
54280,0,92,18:00.0,19:05.9,19:05.9,92,1.25,67.85,3.68,19:00.0
3913,0,6,19:00.0,19:59.5,19:59.5,6,1.0833334,4.24,0.24,20:00.0
10855,0,18,20:00.0,20:13.4,20:00.1,18,1.2159853,13.200001,0.71999997,21:00.0
19498,0,36,21:00.0,22:12.5,22:12.5,36,1.3611112,26.54,1.42,22:00.0
12747,0,21,22:00.0,22:14.4,22:12.5,21,1.2033556,15.34,0.84000003,23:00.0
7080,0,12,07:00.0,07:15.3,07:15.3,12,1.25,8.85,0.4,08:00.0
50693,0,87,07:00.0,07:58.2,07:12.4,87,1.2701719,64.390045,3.3899982,08:00.0
60000,0,106,08:00.0,08:59.9,08:03.2,106,1.314167,78.85002,4.229997,09:00.0
60000,0,118,09:00.0,09:59.7,09:00.4,118,1.4923333,89.53999,4.719997,10:00.0
1696,0,3,10:00.0,10:01.5,10:00.3,3,1.3147678,2.23,0.12,11:00.0
27245,0,51,11:00.0,11:59.5,11:37.5,51,1.4163802,38.590008,2.0299993,12:00.0
60000,0,116,12:00.0,12:57.3,12:00.1,116,1.4759992,88.55995,4.639997,13:00.0
15508,0,30,13:00.0,14:00.0,13:48.4,30,1.472739,22.840008,1.19,14:00.0
28056,0,57,14:00.0,14:29.8,14:00.5,57,1.5807117,44.350002,2.2899992,15:00.0
21434,0,37,51:00.0,51:37.4,51:18.5,37,1.2783381,27.399994,1.4699998,52:00.0
5145,0,7,52:00.0,52:57.1,52:57.1,7,0.9444444,4.86,0.28,53:00.0
40788,0,71,53:00.0,53:59.7,53:23.5,71,1.2893375,52.59001,2.8299985,54:00.0
60000,0,114,54:00.0,54:59.9,54:00.4,114,1.4193333,85.16,4.559997,55:00.0
60000,0,118,55:00.0,55:59.9,55:00.5,118,1.4846662,89.07998,4.719997,56:00.0
60000,0,121,56:00.0,56:59.5,56:00.5,121,1.5341662,92.04997,4.839997,57:00.0
60000,0,121,57:00.0,57:59.7,57:00.1,121,1.5344995,92.06997,4.839997,58:00.0
60000,0,120,58:00.0,58:59.9,58:00.3,120,1.5196669,91.180016,4.799997,59:00.0
60000,0,122,59:00.0,59:59.6,59:00.5,122,1.5493345,92.96007,4.879997,00:00.0
60000,0,122,00:00.0,00:59.5,00:00.2,122,1.5478337,92.87002,4.879997,01:00.0
60000,0,118,01:00.0,01:59.5,01:00.1,118,1.4911662,89.46997,4.719997,02:00.0
48582,0,84,02:00.0,02:52.3,02:00.1,84,1.2829785,62.330017,3.3399985,03:00.0
53714,0,103,03:00.0,04:15.5,03:12.5,103,1.4595557,78.4,4.12,04:00.0
60000,0,105,04:00.0,04:59.5,04:15.6,105,1.2988338,77.93003,4.199997,05:00.0
13286,0,23,05:00.0,05:25.0,05:00.1,23,1.271925,16.899998,0.91,06:00.0
4729,0,8,06:00.0,07:46.6,07:46.6,8,1.2222222,5.78,0.31,07:00.0
41995,0,80,07:00.0,07:46.7,07:46.7,80,1.4444444,60.66,3.17,08:00.0
43237,0,83,08:00.0,09:05.2,08:21.0,83,1.4584647,63.06,3.27,09:00.0
60000,0,111,09:00.0,10:28.5,09:05.3,111,1.3921665,83.52999,4.4399996,10:00.0
57220,0,114,10:00.0,10:59.3,10:28.5,114,1.532503,87.689964,4.549998,11:00.0
60000,0,123,11:00.0,11:59.5,11:00.3,123,1.588499,95.30994,4.9199967,12:00.0
60000,0,121,12:00.0,12:59.8,12:00.5,121,1.5559992,93.359955,4.7899976,13:00.0
60000,0,128,13:00.0,13:59.7,13:00.5,128,1.6643331,99.859985,5.0399976,14:00.0
59611,0,129,14:00.0,15:00.5,14:00.5,129,1.7120872,102.06001,4.989998,15:00.0
60000,0,121,15:00.0,16:33.6,16:33.6,121,1.5521666,93.13,4.8,16:00.0
60000,0,124,16:00.0,17:46.9,16:33.7,124,1.5946662,95.67998,4.959999,17:00.0
16108,0,32,17:00.0,17:46.9,17:46.9,32,1.5277778,24.61,1.28,18:00.0
47566,0,93,18:00.0,19:29.5,19:29.5,93,1.5,71.35,3.68,19:00.0
7080,0,15,19:00.0,19:29.6,19:29.6,15,1.6666666,11.8,0.6,20:00.0
54524,0,111,20:00.0,20:59.9,20:10.5,111,1.5735903,85.79993,4.429997,21:00.0
60000,0,131,21:00.0,21:59.9,21:00.4,131,1.7094995,102.56997,5.2399964,22:00.0
60000,0,133,22:00.0,23:00.0,22:00.4,133,1.7306659,103.83995,5.3199964,23:00.0
60000,0,132,23:00.0,23:59.7,23:00.5,132,1.7164984,102.98991,5.2799964,24:00.0
60000,0,133,24:00.0,25:00.0,24:00.1,133,1.7323316,103.939896,5.3199964,25:00.0
60000,0,131,25:00.0,25:59.5,25:00.5,131,1.704332,102.259926,5.2399964,26:00.0
60000,0,132,26:00.0,26:59.6,26:00.1,132,1.718833,103.12998,5.2799964,27:00.0
30488,0,62,27:00.0,27:37.0,27:00.3,62,1.5746969,48.010006,2.469999,28:00.0
35212,0,74,28:00.0,28:59.8,28:28.9,74,1.6465651,57.980034,2.9499984,29:00.0
9363,0,18,29:00.0,29:17.9,29:00.4,18,1.4450395,13.530001,0.71000004,30:00.0
46676,0,79,04:00.0,04:59.8,04:30.1,79,1.2488174,58.290028,3.1399987,05:00.0
44390,0,73,05:00.0,05:59.3,05:01.5,73,1.2110686,53.760002,2.8999999,06:00.0
38464,0,62,06:00.0,08:11.2,06:00.2,62,1.1810864,45.43,2.4499998,07:00.0
22156,0,37,07:00.0,08:11.3,08:11.3,37,1.2222222,27.08,1.45,08:00.0
60000,0,103,08:00.0,08:59.9,08:11.3,103,1.2633338,75.80002,4.1099973,09:00.0
60000,0,115,09:00.0,09:59.8,09:00.6,115,1.4375002,86.25002,4.599997,10:00.0
52246,0,96,10:00.0,10:59.6,10:00.4,96,1.3801918,72.10997,3.8299975,11:00.0
60000,0,115,11:00.0,11:59.8,11:00.2,115,1.4361663,86.16998,4.599997,12:00.0
60000,0,115,12:00.0,15:01.2,12:00.4,115,1.4446666,86.68,4.5999994,13:00.0
60000,0,119,13:00.0,15:01.2,15:01.2,119,1.5073334,90.44,4.76,14:00.0
60000,0,119,14:00.0,15:32.0,15:32.0,119,1.5108334,90.65,4.76,15:00.0
59267,0,111,15:00.0,15:59.8,15:46.6,111,1.4218572,84.26999,4.439999,16:00.0
60000,0,108,16:00.0,18:15.4,16:01.2,108,1.3395001,80.37,4.319999,17:00.0
60000,0,112,17:00.0,18:15.5,18:15.5,112,1.3968332,83.81,4.48,18:00.0
24083,0,46,18:00.0,19:12.3,18:15.6,46,1.4312546,34.47,1.75,19:00.0
5796,0,9,19:00.0,19:12.4,19:12.4,9,1.1111112,6.44,0.35,20:00.0
19556,0,35,25:00.0,25:28.3,25:17.5,35,1.3126391,25.669998,1.39,26:00.0
24016,0,42,26:00.0,26:59.9,26:43.9,42,1.2991071,31.199997,1.5999995,27:00.0
60000,0,113,27:00.0,27:59.6,27:00.6,113,1.4121665,84.72999,4.519997,28:00.0
36282,0,59,28:00.0,28:59.9,28:00.2,59,1.1867923,43.06,2.2799993,29:00.0
60000,0,110,29:00.0,29:59.4,29:00.5,110,1.361,81.659996,4.3899975,30:00.0
39054,0,69,30:00.0,30:38.9,30:00.1,69,1.3160934,51.40002,2.7599988,31:00.0
4668,0,6,31:00.0,31:06.6,31:06.6,6,0.8888889,4.15,0.24,32:00.0
14359,0,28,34:00.0,35:01.8,34:33.2,28,1.4722222,21.14,1.08,35:00.0
19792,0,37,35:00.0,35:39.8,35:39.8,37,1.3888887,27.49,1.45,36:00.0
7217,0,12,22:00.0,22:22.7,22:17.0,12,1.2220746,8.82,0.46999997,23:00.0
25335,0,42,43:00.0,43:55.1,43:27.1,42,1.2046328,30.52,1.6599997,44:00.0
19724,0,35,44:00.0,50:12.2,44:00.3,35,1.3237022,26.11,1.3900001,45:00.0
12095,0,19,56:00.0,56:59.7,56:54.9,19,1.1268773,13.630001,0.68000007,57:00.0
54342,0,91,57:00.0,57:59.7,57:00.3,91,1.2299758,66.84002,3.6299977,58:00.0
59989,0,103,58:00.0,58:59.8,58:00.2,103,1.269721,76.17002,4.1099977,59:00.0
60000,0,117,59:00.0,00:00.0,59:00.4,117,1.4690002,88.140015,4.679997,00:00.0
14262,0,22,00:00.0,00:24.9,00:00.6,22,1.113382,15.88,0.88,01:00.0
11971,0,21,04:00.0,06:53.6,06:53.6,21,1.3055556,15.63,0.83,05:00.0
60000,0,123,05:00.0,06:53.8,06:53.8,123,1.5685,94.11,4.92,06:00.0
21466,0,42,06:00.0,06:54.0,06:54.0,42,1.5,32.2,1.68,07:00.0
13534,0,24,07:00.0,07:58.6,07:49.0,24,1.3158838,17.809998,0.9500002,08:00.0
8297,0,14,08:00.0,08:08.3,08:00.2,14,1.2426013,10.309999,0.55999994,09:00.0
17831,0,31,01:00.0,04:39.1,04:39.1,31,1.3055556,23.28,1.21,02:00.0
35757,0,65,02:00.0,04:39.1,04:39.1,65,1.3611109,48.67,2.58,03:00.0
36324,0,67,03:00.0,04:39.2,04:39.2,67,1.3888888,50.45,2.67,04:00.0
59972,0,113,04:00.0,04:59.5,04:39.3,113,1.4244972,85.43002,4.5099983,05:00.0
60000,0,125,05:00.0,05:59.7,05:00.0,125,1.5984973,95.90984,4.9999967,06:00.0
59926,0,119,06:00.0,08:15.9,06:00.2,119,1.5265422,91.48001,4.749999,07:00.0
59007,0,119,07:00.0,08:15.9,08:15.9,119,1.5555556,91.79,4.76,08:00.0
60000,0,120,08:00.0,08:59.6,08:16.0,120,1.5366654,92.19993,4.799997,09:00.0
59453,0,115,09:00.0,09:59.9,09:00.6,115,1.4781301,87.87996,4.5999975,10:00.0
59389,0,119,10:00.0,10:59.9,10:00.4,119,1.547075,91.879974,4.729997,11:00.0
55448,0,107,11:00.0,12:51.1,11:00.6,107,1.4734284,81.700005,4.24,12:00.0
59499,0,112,12:00.0,13:17.2,12:51.2,112,1.4218576,84.6,4.4599996,13:00.0
31473,0,60,13:00.0,13:56.8,13:17.2,60,1.451675,45.69,2.3799994,14:00.0
8734,0,13,16:00.0,34:59.3,34:59.3,13,1.0555556,9.22,0.52,17:00.0
7320,0,13,00:00.0,01:31.2,01:31.2,13,1.3333334,9.76,0.5,01:00.0
14303,0,23,01:00.0,01:54.1,01:37.8,23,1.1829604,16.92,0.83,02:00.0
49045,0,81,02:00.0,02:59.6,02:00.2,81,1.2003132,58.87,3.119999,03:00.0
54541,0,96,03:00.0,03:59.9,03:00.3,96,1.3101859,71.45997,3.7299995,04:00.0
41895,0,71,04:00.0,04:59.8,04:00.5,71,1.2492994,52.340015,2.7999988,05:00.0
60000,0,112,05:00.0,05:59.8,05:00.4,112,1.3903329,83.41998,4.4799976,06:00.0
60000,0,111,06:00.0,06:59.8,06:00.4,111,1.3765001,82.590004,4.439997,07:00.0
60000,0,111,07:00.0,07:59.7,07:00.4,111,1.3744998,82.469986,4.439997,08:00.0
60000,0,112,08:00.0,08:59.7,08:00.3,112,1.3875005,83.25003,4.479997,09:00.0
60000,0,114,09:00.0,09:59.6,09:00.2,114,1.4218335,85.310005,4.559997,10:00.0
57078,0,98,10:00.0,11:51.5,10:00.3,98,1.2680882,72.380005,3.909999,11:00.0
60000,0,108,11:00.0,11:59.8,11:51.6,108,1.3476671,80.86002,4.3199997,12:00.0
60000,0,108,12:00.0,14:17.9,12:00.4,108,1.3373337,80.24002,4.2999983,13:00.0
60000,0,108,13:00.0,14:17.9,14:17.9,108,1.3355,80.13,4.32,14:00.0
60000,0,110,14:00.0,15:01.5,14:18.0,110,1.3616669,81.70001,4.3999987,15:00.0
54510,0,97,15:00.0,15:53.6,15:53.6,97,1.3333334,72.68,3.88,16:00.0
16290,0,27,16:00.0,17:09.8,16:43.5,27,1.1994531,19.539997,1.07,17:00.0
4278,0,6,17:00.0,17:33.5,17:33.5,6,0.9722222,4.16,0.24,18:00.0
13011,0,18,20:00.0,20:30.3,20:17.2,18,0.96609825,12.57,0.7200001,21:00.0
11180,0,16,26:00.0,27:02.8,27:02.8,16,0.99999994,11.18,0.64,27:00.0
5272,0,7,27:00.0,27:02.8,27:02.8,7,0.9444444,4.98,0.28,28:00.0
28728,0,49,27:00.0,30:27.9,30:27.9,49,1.25,35.91,1.93,28:00.0
15778,0,25,28:00.0,30:28.0,30:28.0,25,1.1388888,17.97,0.99,29:00.0
10416,0,18,29:00.0,30:28.0,30:28.0,18,1.2777778,13.31,0.72,30:00.0
18195,0,32,06:00.0,06:51.6,06:44.1,32,1.2992189,23.639997,1.2499999,07:00.0
60000,0,119,08:00.0,10:01.6,08:00.7,119,1.4648337,87.89002,4.679998,09:00.0
3745,0,6,09:00.0,10:01.6,10:01.6,6,1.1666666,4.37,0.24,10:00.0
8579,0,14,10:00.0,10:59.8,10:58.9,14,1.1725127,10.059999,0.48,11:00.0
611,0,1,11:00.0,11:00.5,11:00.5,1,1.1944444,0.73,0.04,12:00.0
16031,0,29,23:00.0,23:17.7,23:17.7,29,1.3611112,21.82,1.13,24:00.0
10413,0,15,37:00.0,37:36.8,37:35.2,15,1.0054313,10.47,0.52,38:00.0
10202,0,17,38:00.0,39:18.2,39:18.2,17,1.2222222,12.47,0.66,39:00.0
52699,0,95,39:00.0,40:02.2,39:18.3,95,1.351824,71.24,3.7900002,40:00.0
24196,0,41,40:00.0,48:54.0,40:02.3,41,1.2551541,30.370007,1.6400001,41:00.0
22888,0,39,41:00.0,48:54.1,48:54.1,39,1.25,28.61,1.53,42:00.0
19769,0,33,32:00.0,32:45.2,32:32.7,33,1.2144881,24.009995,1.24,33:00.0
46430,0,78,33:00.0,33:59.6,33:16.3,78,1.2364709,57.40999,3.1099982,34:00.0
60000,0,112,34:00.0,34:59.6,34:00.1,112,1.4038329,84.22997,4.4699974,35:00.0
57185,0,104,35:00.0,37:02.9,35:00.6,104,1.356289,77.56,4.01,36:00.0
60000,0,114,36:00.0,37:02.9,37:02.9,114,1.4156668,84.94,4.48,37:00.0
60000,0,114,37:00.0,39:00.2,37:03.0,114,1.4348332,86.09,4.54,38:00.0
60000,0,120,38:00.0,39:00.3,39:00.3,120,1.5273333,91.64,4.8,39:00.0
59610,0,116,39:00.0,40:00.0,39:00.6,116,1.4891714,88.76996,4.639997,40:00.0
60000,0,123,40:00.0,42:40.0,40:00.4,123,1.5771666,94.63,4.92,41:00.0
60000,0,120,41:00.0,42:40.1,42:40.1,120,1.5326667,91.96,4.8,42:00.0
60000,0,119,42:00.0,42:59.8,42:40.2,119,1.5148342,90.89005,4.759999,43:00.0
60000,0,124,43:00.0,45:18.2,43:00.3,124,1.5831667,94.990005,4.959999,44:00.0
60000,0,119,44:00.0,45:18.3,45:18.3,119,1.5146666,90.88,4.76,45:00.0
53010,0,101,45:00.0,45:59.5,45:18.4,101,1.4491386,76.81997,4.0399985,46:00.0
10815,0,17,46:00.0,46:16.3,46:13.4,17,1.1437099,12.37,0.6,47:00.0
